VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
Acer paxii,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer pensylvanicum,striped maple,Acer,Sapindaceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer platanoides,Norway maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer pseudoplatanus,sycamore maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer pseudo-sieboldiamum,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer rubrum,red maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer saccharinum,silver maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer saccharum,sugar maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer speciosa,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer spicatum,mountain maple,Acer,Sapindaceae,Btr,species,0.003,0.003,0.074,0.065,0.017,0.097,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Acer tegmentosum,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer triflorum,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer ukurunduense,,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Acer x freemanii,Freeman maple,Acer,Aceraceae,Btr,species,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,Previously included in Aceraceae family
Aceraceae,,Aceraceae,Aceraceae,Btr,family,0.003,0.003,0.12,0.2,0.04,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.6,0.9,0.4,0.5,,
Achillea asiatica,,Achillea,Asteraceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Achillea ptarmicoides,,Achillea,Asteraceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Achnatherum sibiricum,,Achnatherum,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Achnatherum splendens,,Achnatherum,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Achras zapota,,Achras,Sapotaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Acmena smithii,,Acmena,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aconitum kusnezoffii,,Aconitum,Ranunculaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Acrocomia vinifera,coyol palm,Acrocomia,Arecaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Actinostrobus pyramidalis,cypress-pine,Actinostrobus,Cupressaceae,Ntr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adansonia digitata,baobab,Adansonia,Bombacaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenanthera pavonina,red beadtree,Adenanthera,Fabaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenium multiflorum,,Adenium,Apocynaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenocarpus decorticans,,Adenocarpus,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenophora crispata,,Adenopho,Campanulaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenophora gmelinni,,Adenopho,Campanulaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenophora paniculata,,Adenopho,Campanulaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenophora stenanthina,,Adenopho,Campanulaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenostoma fasciculatum,chamise,Adenostoma,Rosaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adenostoma sparsifolium,redshank,Adenostoma,Rosaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adiantum capillus-veneris,common maidenhair,Adiantum,Pteridaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Adiantum trapeziform,,Adiantum,Pteridaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aegiceras corniculatum,,Aegiceras,Primulaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus,buckeye,Aesculus,Hippocastanaceae,Btr,genus,0.003,0.003,0.18,0.19,0.05,0.13,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus californica,California buckeye,Aesculus,Hippocastanaceae,Btr,species,0.003,0.003,0.2,0.2,0.07,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus flava,yellow buckeye,Aesculus,Hippocastanaceae,Btr,species,0.003,0.003,0.2,0.2,0.07,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus glabra,Ohio buckeye,Aesculus,Hippocastanaceae,Btr,species,0.003,0.003,0.2,0.2,0.07,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus hippocastanum,horse chestnut,Aesculus,Hippocastanaceae,Btr,species,0.003,0.003,0.2,0.2,0.07,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aesculus x carnea,red horse-chestnut,Aesculus,Hippocastanaceae,Btr,species,0.003,0.003,0.2,0.2,0.07,0.3,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aframomum giganteum,,Aframomum,Zingiberaceae,Unknown,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus,yellowwood,Afrocarpus,Podocarpaceae,Ntr,genus,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus falcatus,yellowwood,Afrocarpus,Podocarpaceae,Ntr,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus gracilior,East African yellowwood,Afrocarpus,Podocarpaceae,Ntr,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus henkelii,,Afrocarpus,Podocarpaceae,Ntr,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus macrophyllus,,Afrocarpus,Podocarpaceae,Ntr,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrocarpus nagi,,Afrocarpus,Podocarpaceae,Ntr,species,0.003,0.003,0.1,0.05,0.1,0.1,0.05,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrormosia laxiflora,,Afrormosia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afrostyrax lepidophyllus,,Afrostyrax,Huaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afzelia quanzensis,pod mahogany,Afzelia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Afzelia xylocarpa,,Afzelia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agathis robusta,Queensland kauri,Agathis,Araucariaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agavaceae,,Agavaceae,Agavaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agave americana,American century plant,Agave,Agavaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agelaea dewevrei,,Agelaea,Connaraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agonis,,Agonis,Myrtaceae,Shrub,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agonis flexuosa,,Agonis,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agrimonia pilosa,,Agrimonia,Rosaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agropyron cristatum,crested wheatgrass,Agropyron,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agropyron fragile,Siberian wheatgrass,Agropyron,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agropyron michnoi,,Agropyron,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agrostis curtissii,,Agrostis,Poaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agrostis gigantea,redtop,Agrostis,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Agrostis trinii,,Agrostis,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ailanthus,tree of heaven,Ailanthus,Simaroubaceae,Btr,species,0.003,0.003,0.08,0.1,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ailanthus altissima,tree of heaven,Ailanthus,Simaroubaceae,Btr,species,0.003,0.003,0.08,0.1,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ailanthus fordii,,Ailanthus,Simaroubaceae,Unknown,species,0.003,0.003,0.08,0.1,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alangium barbatum,,Alangium,Cornaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alangium chinensis,,Alangium,Cornaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alangium kuzii,,Alangium,Cornaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia,albizia,Albizia,Fabaceae,Btr,genus,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia adianthifolia,West African albizzia,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia distachya,,Albizia,Fabaceae,Btr,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia falcataria,also A. falcata,Albizia,Fabaceae,Btr,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia ferruginea,albizia,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia forbesii,,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia glaberrina,,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia guachapele,,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia harveyi,,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia julibrissin,silktree,Albizia,Fabaceae,Btr,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia lebbeck,woman's tongue,Albizia,Fabaceae,Btr,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia lucidior,,Albizia,Fabaceae,Btr,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia versicolor,,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Albizia zygia,albizia,Albizia,Fabaceae,Unknown,species,8,0.003,0.1,0.15,0.03,0.03,0.03,0.05,0.01,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alchornea cordifolia,,Alchornea,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alchornea costaricensis,,Alchornea,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alchornea davidii,,Alchornea,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alchornea tremioides,,Alchornea,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alectryon excelsus,alectryon,Alectryon,Sapindaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aleurites fordii,,Aleurites,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Aleurites moluccana,Indian walnut,Aleurites,Euphorbiaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Alexa,,Alexa,Fabaceae,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allamanda schottii,bush allamanda,Allamanda,Apocynaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allenrolfea occidentalis,iodinebush,Allenrolfea,Chenopodiaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium,onion,Allium,Liliaceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium anisopodium,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium bidentatum,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium cepa,garden onion,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium condensatum,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium ledebourianum,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium ramosum,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium senescens,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium tenuissimum,,Allium,Liliaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allium ursinum,bear garlic,Allium,Liliaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allocasuarina,,Allocasuarina,Casuarinaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allocasuarina verticillata,drooping she-oak,Allocasuarina,Casuarinaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allophylus africanus,,Allophylus,Sapindaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Allophylus lantsangensis,,Allophylus,Sapindaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
